Date;Start (ET);Visitor/Neutral;PTS;Home/Neutral;PTS;Box;Extra;Attend.;Arena;Notes;Type Game;;Date;Visitor/Neutral;Result;;Date;Home/Neutral;Result
Sun, Mar 19, 2023;7:00p;New Orleans Pelicans;117;Houston Rockets;107;Box Score;;14,209;Toyota Center;;season;;Sun, Mar 19, 2023;New Orleans Pelicans;1;;Sun, Mar 19, 2023;Houston Rockets;0
Sun, Mar 19, 2023;8:00p;Toronto Raptors;111;Milwaukee Bucks;118;Box Score;;17,341;Fiserv Forum;;season;;Sun, Mar 19, 2023;Toronto Raptors;0;;Sun, Mar 19, 2023;Milwaukee Bucks;1
Sun, Mar 19, 2023;9:00p;Los Angeles Clippers;117;Portland Trail Blazers;102;Box Score;;18,714;Moda Center;;season;;Sun, Mar 19, 2023;Los Angeles Clippers;1;;Sun, Mar 19, 2023;Portland Trail Blazers;0
Sun, Mar 19, 2023;9:30p;Orlando Magic;105;Los Angeles Lakers;111;Box Score;;18,997;Crypto.com Arena;;season;;Sun, Mar 19, 2023;Orlando Magic;0;;Sun, Mar 19, 2023;Los Angeles Lakers;1
Mon, Mar 20, 2023;7:00p;Indiana Pacers;109;Charlotte Hornets;115;Box Score;;12,449;Spectrum Center;;season;;Mon, Mar 20, 2023;Indiana Pacers;0;;Mon, Mar 20, 2023;Charlotte Hornets;1
Mon, Mar 20, 2023;7:00p;Chicago Bulls;109;Philadelphia 76ers;105;Box Score;2OT;21,145;Wells Fargo Center;;season;;Mon, Mar 20, 2023;Chicago Bulls;1;;Mon, Mar 20, 2023;Philadelphia 76ers;0
Mon, Mar 20, 2023;7:30p;Minnesota Timberwolves;140;New York Knicks;134;Box Score;;19,812;Madison Square Garden (IV);;season;;Mon, Mar 20, 2023;Minnesota Timberwolves;1;;Mon, Mar 20, 2023;New York Knicks;0
Mon, Mar 20, 2023;8:00p;Golden State Warriors;121;Houston Rockets;108;Box Score;;16,116;Toyota Center;;season;;Mon, Mar 20, 2023;Golden State Warriors;1;;Mon, Mar 20, 2023;Houston Rockets;0
Mon, Mar 20, 2023;8:00p;Dallas Mavericks;108;Memphis Grizzlies;112;Box Score;;17,794;FedEx Forum;;season;;Mon, Mar 20, 2023;Dallas Mavericks;0;;Mon, Mar 20, 2023;Memphis Grizzlies;1
Mon, Mar 20, 2023;9:00p;Sacramento Kings;120;Utah Jazz;128;Box Score;;18,206;Vivint Arena;;season;;Mon, Mar 20, 2023;Sacramento Kings;0;;Mon, Mar 20, 2023;Utah Jazz;1
Tue, Mar 21, 2023;7:00p;Washington Wizards;112;Orlando Magic;122;Box Score;;16,096;Amway Center;;season;;Tue, Mar 21, 2023;Washington Wizards;0;;Tue, Mar 21, 2023;Orlando Magic;1
Tue, Mar 21, 2023;7:30p;Detroit Pistons;107;Atlanta Hawks;129;Box Score;;17,129;State Farm Arena;;season;;Tue, Mar 21, 2023;Detroit Pistons;0;;Tue, Mar 21, 2023;Atlanta Hawks;1
Tue, Mar 21, 2023;7:30p;Cleveland Cavaliers;115;Brooklyn Nets;109;Box Score;;17,732;Barclays Center;;season;;Tue, Mar 21, 2023;Cleveland Cavaliers;1;;Tue, Mar 21, 2023;Brooklyn Nets;0
Tue, Mar 21, 2023;8:00p;San Antonio Spurs;84;New Orleans Pelicans;119;Box Score;;15,466;Smoothie King Center;;season;;Tue, Mar 21, 2023;San Antonio Spurs;0;;Tue, Mar 21, 2023;New Orleans Pelicans;1
Tue, Mar 21, 2023;10:00p;Boston Celtics;132;Sacramento Kings;109;Box Score;;18,111;Golden 1 Center;;season;;Tue, Mar 21, 2023;Boston Celtics;1;;Tue, Mar 21, 2023;Sacramento Kings;0
Tue, Mar 21, 2023;10:30p;Oklahoma City Thunder;101;Los Angeles Clippers;100;Box Score;;19,068;Crypto.com Arena;;season;;Tue, Mar 21, 2023;Oklahoma City Thunder;1;;Tue, Mar 21, 2023;Los Angeles Clippers;0
Wed, Mar 22, 2023;7:00p;Denver Nuggets;118;Washington Wizards;104;Box Score;;16,508;Capital One Arena;;season;;Wed, Mar 22, 2023;Denver Nuggets;1;;Wed, Mar 22, 2023;Washington Wizards;0
Wed, Mar 22, 2023;7:30p;Golden State Warriors;127;Dallas Mavericks;125;Box Score;;20,377;American Airlines Center;;season;;Wed, Mar 22, 2023;Golden State Warriors;1;;Wed, Mar 22, 2023;Dallas Mavericks;0
Wed, Mar 22, 2023;7:30p;New York Knicks;120;Miami Heat;127;Box Score;;19,863;Kaseya Center;;season;;Wed, Mar 22, 2023;New York Knicks;0;;Wed, Mar 22, 2023;Miami Heat;1
Wed, Mar 22, 2023;7:30p;Indiana Pacers;118;Toronto Raptors;114;Box Score;;19,800;Scotiabank Arena;;season;;Wed, Mar 22, 2023;Indiana Pacers;1;;Wed, Mar 22, 2023;Toronto Raptors;0
Wed, Mar 22, 2023;8:00p;Philadelphia 76ers;116;Chicago Bulls;91;Box Score;;20,946;United Center;;season;;Wed, Mar 22, 2023;Philadelphia 76ers;1;;Wed, Mar 22, 2023;Chicago Bulls;0
Wed, Mar 22, 2023;8:00p;Houston Rockets;125;Memphis Grizzlies;130;Box Score;;17,794;FedEx Forum;;season;;Wed, Mar 22, 2023;Houston Rockets;0;;Wed, Mar 22, 2023;Memphis Grizzlies;1
Wed, Mar 22, 2023;8:00p;San Antonio Spurs;94;Milwaukee Bucks;130;Box Score;;17,756;Fiserv Forum;;season;;Wed, Mar 22, 2023;San Antonio Spurs;0;;Wed, Mar 22, 2023;Milwaukee Bucks;1
Wed, Mar 22, 2023;8:00p;Atlanta Hawks;124;Minnesota Timberwolves;125;Box Score;;17,136;Target Center;;season;;Wed, Mar 22, 2023;Atlanta Hawks;0;;Wed, Mar 22, 2023;Minnesota Timberwolves;1
Wed, Mar 22, 2023;9:00p;Portland Trail Blazers;127;Utah Jazz;115;Box Score;;;Vivint Arena;;season;;Wed, Mar 22, 2023;Portland Trail Blazers;1;;Wed, Mar 22, 2023;Utah Jazz;0
Wed, Mar 22, 2023;10:00p;Phoenix Suns;111;Los Angeles Lakers;122;Box Score;;18,435;Crypto.com Arena;;season;;Wed, Mar 22, 2023;Phoenix Suns;0;;Wed, Mar 22, 2023;Los Angeles Lakers;1
Thu, Mar 23, 2023;7:00p;New York Knicks;106;Orlando Magic;111;Box Score;;17,607;Amway Center;;season;;Thu, Mar 23, 2023;New York Knicks;0;;Thu, Mar 23, 2023;Orlando Magic;1
Thu, Mar 23, 2023;7:30p;Cleveland Cavaliers;116;Brooklyn Nets;114;Box Score;;17,732;Barclays Center;;season;;Thu, Mar 23, 2023;Cleveland Cavaliers;1;;Thu, Mar 23, 2023;Brooklyn Nets;0
Thu, Mar 23, 2023;8:00p;Charlotte Hornets;96;New Orleans Pelicans;115;Box Score;;15,749;Smoothie King Center;;season;;Thu, Mar 23, 2023;Charlotte Hornets;0;;Thu, Mar 23, 2023;New Orleans Pelicans;1
Thu, Mar 23, 2023;10:30p;Oklahoma City Thunder;105;Los Angeles Clippers;127;Box Score;;17,307;Crypto.com Arena;;season;;Thu, Mar 23, 2023;Oklahoma City Thunder;0;;Thu, Mar 23, 2023;Los Angeles Clippers;1
Fri, Mar 24, 2023;7:00p;Indiana Pacers;95;Boston Celtics;120;Box Score;;19,156;TD Garden;;season;;Fri, Mar 24, 2023;Indiana Pacers;0;;Fri, Mar 24, 2023;Boston Celtics;1
Fri, Mar 24, 2023;7:00p;San Antonio Spurs;124;Washington Wizards;136;Box Score;;17,004;Capital One Arena;;season;;Fri, Mar 24, 2023;San Antonio Spurs;0;;Fri, Mar 24, 2023;Washington Wizards;1
Fri, Mar 24, 2023;7:30p;Detroit Pistons;97;Toronto Raptors;118;Box Score;;19,800;Scotiabank Arena;;season;;Fri, Mar 24, 2023;Detroit Pistons;0;;Fri, Mar 24, 2023;Toronto Raptors;1
Fri, Mar 24, 2023;8:00p;Houston Rockets;114;Memphis Grizzlies;151;Box Score;;17,851;FedEx Forum;;season;;Fri, Mar 24, 2023;Houston Rockets;0;;Fri, Mar 24, 2023;Memphis Grizzlies;1
Fri, Mar 24, 2023;8:30p;Charlotte Hornets;117;Dallas Mavericks;109;Box Score;;20,347;American Airlines Center;;season;;Fri, Mar 24, 2023;Charlotte Hornets;1;;Fri, Mar 24, 2023;Dallas Mavericks;0
Fri, Mar 24, 2023;9:00p;Milwaukee Bucks;144;Utah Jazz;116;Box Score;;18,206;Vivint Arena;;season;;Fri, Mar 24, 2023;Milwaukee Bucks;1;;Fri, Mar 24, 2023;Utah Jazz;0
Fri, Mar 24, 2023;10:00p;Philadelphia 76ers;112;Golden State Warriors;120;Box Score;;18,064;Chase Center;;season;;Fri, Mar 24, 2023;Philadelphia 76ers;0;;Fri, Mar 24, 2023;Golden State Warriors;1
Fri, Mar 24, 2023;10:00p;Chicago Bulls;124;Portland Trail Blazers;96;Box Score;;19,393;Moda Center;;season;;Fri, Mar 24, 2023;Chicago Bulls;1;;Fri, Mar 24, 2023;Portland Trail Blazers;0
Fri, Mar 24, 2023;10:00p;Phoenix Suns;127;Sacramento Kings;135;Box Score;;18,151;Golden 1 Center;;season;;Fri, Mar 24, 2023;Phoenix Suns;0;;Fri, Mar 24, 2023;Sacramento Kings;1
Fri, Mar 24, 2023;10:30p;Oklahoma City Thunder;111;Los Angeles Lakers;116;Box Score;;18,997;Crypto.com Arena;;season;;Fri, Mar 24, 2023;Oklahoma City Thunder;0;;Fri, Mar 24, 2023;Los Angeles Lakers;1
Sat, Mar 25, 2023;5:00p;Indiana Pacers;130;Atlanta Hawks;143;Box Score;;17,699;State Farm Arena;;season;;Sat, Mar 25, 2023;Indiana Pacers;0;;Sat, Mar 25, 2023;Atlanta Hawks;1
Sat, Mar 25, 2023;8:00p;Brooklyn Nets;129;Miami Heat;100;Box Score;;19,680;Kaseya Center;;season;;Sat, Mar 25, 2023;Brooklyn Nets;1;;Sat, Mar 25, 2023;Miami Heat;0
Sat, Mar 25, 2023;9:00p;Milwaukee Bucks;106;Denver Nuggets;129;Box Score;;19,919;Ball Arena;;season;;Sat, Mar 25, 2023;Milwaukee Bucks;0;;Sat, Mar 25, 2023;Denver Nuggets;1
Sat, Mar 25, 2023;10:00p;Philadelphia 76ers;105;Phoenix Suns;125;Box Score;;17,071;Footprint Center;;season;;Sat, Mar 25, 2023;Philadelphia 76ers;0;;Sat, Mar 25, 2023;Phoenix Suns;1
Sat, Mar 25, 2023;10:00p;Utah Jazz;113;Sacramento Kings;121;Box Score;;18,151;Golden 1 Center;;season;;Sat, Mar 25, 2023;Utah Jazz;0;;Sat, Mar 25, 2023;Sacramento Kings;1
Sat, Mar 25, 2023;10:30p;New Orleans Pelicans;131;Los Angeles Clippers;110;Box Score;;17,702;Crypto.com Arena;;season;;Sat, Mar 25, 2023;New Orleans Pelicans;1;;Sat, Mar 25, 2023;Los Angeles Clippers;0
Sun, Mar 26, 2023;1:00p;Dallas Mavericks;104;Charlotte Hornets;110;Box Score;;19,264;Spectrum Center;;season;;Sun, Mar 26, 2023;Dallas Mavericks;0;;Sun, Mar 26, 2023;Charlotte Hornets;1
Sun, Mar 26, 2023;3:30p;Chicago Bulls;118;Los Angeles Lakers;108;Box Score;;18,997;Crypto.com Arena;;season;;Sun, Mar 26, 2023;Chicago Bulls;1;;Sun, Mar 26, 2023;Los Angeles Lakers;0
Sun, Mar 26, 2023;6:00p;Memphis Grizzlies;123;Atlanta Hawks;119;Box Score;;18,056;State Farm Arena;;season;;Sun, Mar 26, 2023;Memphis Grizzlies;1;;Sun, Mar 26, 2023;Atlanta Hawks;0
Sun, Mar 26, 2023;6:00p;San Antonio Spurs;93;Boston Celtics;137;Box Score;;19,156;TD Garden;;season;;Sun, Mar 26, 2023;San Antonio Spurs;0;;Sun, Mar 26, 2023;Boston Celtics;1
Sun, Mar 26, 2023;6:00p;Houston Rockets;91;Cleveland Cavaliers;108;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Sun, Mar 26, 2023;Houston Rockets;0;;Sun, Mar 26, 2023;Cleveland Cavaliers;1
Sun, Mar 26, 2023;6:00p;Brooklyn Nets;106;Orlando Magic;119;Box Score;;17,862;Amway Center;;season;;Sun, Mar 26, 2023;Brooklyn Nets;0;;Sun, Mar 26, 2023;Orlando Magic;1
Sun, Mar 26, 2023;6:00p;Washington Wizards;104;Toronto Raptors;114;Box Score;;19,800;Scotiabank Arena;;season;;Sun, Mar 26, 2023;Washington Wizards;0;;Sun, Mar 26, 2023;Toronto Raptors;1
Sun, Mar 26, 2023;7:00p;Oklahoma City Thunder;118;Portland Trail Blazers;112;Box Score;;18,626;Moda Center;;season;;Sun, Mar 26, 2023;Oklahoma City Thunder;1;;Sun, Mar 26, 2023;Portland Trail Blazers;0
Sun, Mar 26, 2023;8:30p;Minnesota Timberwolves;99;Golden State Warriors;96;Box Score;;18,064;Chase Center;;season;;Sun, Mar 26, 2023;Minnesota Timberwolves;1;;Sun, Mar 26, 2023;Golden State Warriors;0
Mon, Mar 27, 2023;7:00p;Milwaukee Bucks;126;Detroit Pistons;117;Box Score;;21,090;Little Caesars Arena;;season;;Mon, Mar 27, 2023;Milwaukee Bucks;1;;Mon, Mar 27, 2023;Detroit Pistons;0
Mon, Mar 27, 2023;7:00p;Dallas Mavericks;127;Indiana Pacers;104;Box Score;;17,022;Gainbridge Fieldhouse;;season;;Mon, Mar 27, 2023;Dallas Mavericks;1;;Mon, Mar 27, 2023;Indiana Pacers;0
Mon, Mar 27, 2023;7:30p;Houston Rockets;115;New York Knicks;137;Box Score;;19,812;Madison Square Garden (IV);;season;;Mon, Mar 27, 2023;Houston Rockets;0;;Mon, Mar 27, 2023;New York Knicks;1
Mon, Mar 27, 2023;9:00p;Phoenix Suns;117;Utah Jazz;103;Box Score;;18,206;Vivint Arena;;season;;Mon, Mar 27, 2023;Phoenix Suns;1;;Mon, Mar 27, 2023;Utah Jazz;0
Mon, Mar 27, 2023;9:30p;Philadelphia 76ers;111;Denver Nuggets;116;Box Score;;19,781;Ball Arena;;season;;Mon, Mar 27, 2023;Philadelphia 76ers;0;;Mon, Mar 27, 2023;Denver Nuggets;1
Mon, Mar 27, 2023;10:00p;New Orleans Pelicans;124;Portland Trail Blazers;90;Box Score;;17,943;Moda Center;;season;;Mon, Mar 27, 2023;New Orleans Pelicans;1;;Mon, Mar 27, 2023;Portland Trail Blazers;0
Mon, Mar 27, 2023;10:00p;Minnesota Timberwolves;119;Sacramento Kings;115;Box Score;;18,151;Golden 1 Center;;season;;Mon, Mar 27, 2023;Minnesota Timberwolves;1;;Mon, Mar 27, 2023;Sacramento Kings;0
Mon, Mar 27, 2023;10:30p;Chicago Bulls;112;Los Angeles Clippers;124;Box Score;;19,068;Crypto.com Arena;;season;;Mon, Mar 27, 2023;Chicago Bulls;0;;Mon, Mar 27, 2023;Los Angeles Clippers;1
Tue, Mar 28, 2023;7:00p;Boston Celtics;111;Washington Wizards;130;Box Score;;20,476;Capital One Arena;;season;;Tue, Mar 28, 2023;Boston Celtics;0;;Tue, Mar 28, 2023;Washington Wizards;1
Tue, Mar 28, 2023;7:30p;Cleveland Cavaliers;118;Atlanta Hawks;120;Box Score;;17,748;State Farm Arena;;season;;Tue, Mar 28, 2023;Cleveland Cavaliers;0;;Tue, Mar 28, 2023;Atlanta Hawks;1
Tue, Mar 28, 2023;7:30p;Miami Heat;92;Toronto Raptors;106;Box Score;;19,800;Scotiabank Arena;;season;;Tue, Mar 28, 2023;Miami Heat;0;;Tue, Mar 28, 2023;Toronto Raptors;1
Tue, Mar 28, 2023;8:00p;Orlando Magic;108;Memphis Grizzlies;113;Box Score;;16,507;FedEx Forum;;season;;Tue, Mar 28, 2023;Orlando Magic;0;;Tue, Mar 28, 2023;Memphis Grizzlies;1
Tue, Mar 28, 2023;8:00p;Charlotte Hornets;137;Oklahoma City Thunder;134;Box Score;;15,428;Paycom Center;;season;;Tue, Mar 28, 2023;Charlotte Hornets;1;;Tue, Mar 28, 2023;Oklahoma City Thunder;0
Tue, Mar 28, 2023;10:00p;New Orleans Pelicans;109;Golden State Warriors;120;Box Score;;18,064;Chase Center;;season;;Tue, Mar 28, 2023;New Orleans Pelicans;0;;Tue, Mar 28, 2023;Golden State Warriors;1
Wed, Mar 29, 2023;7:00p;Milwaukee Bucks;149;Indiana Pacers;136;Box Score;;16,524;Gainbridge Fieldhouse;;season;;Wed, Mar 29, 2023;Milwaukee Bucks;1;;Wed, Mar 29, 2023;Indiana Pacers;0
Wed, Mar 29, 2023;7:30p;Houston Rockets;114;Brooklyn Nets;123;Box Score;;17,074;Barclays Center;;season;;Wed, Mar 29, 2023;Houston Rockets;0;;Wed, Mar 29, 2023;Brooklyn Nets;1
Wed, Mar 29, 2023;7:30p;Miami Heat;92;New York Knicks;101;Box Score;;19,812;Madison Square Garden (IV);;season;;Wed, Mar 29, 2023;Miami Heat;0;;Wed, Mar 29, 2023;New York Knicks;1
Wed, Mar 29, 2023;7:30p;Dallas Mavericks;108;Philadelphia 76ers;116;Box Score;;20,583;Wells Fargo Center;;season;;Wed, Mar 29, 2023;Dallas Mavericks;0;;Wed, Mar 29, 2023;Philadelphia 76ers;1
Wed, Mar 29, 2023;8:00p;Los Angeles Lakers;121;Chicago Bulls;110;Box Score;;21,739;United Center;;season;;Wed, Mar 29, 2023;Los Angeles Lakers;1;;Wed, Mar 29, 2023;Chicago Bulls;0
Wed, Mar 29, 2023;8:00p;Los Angeles Clippers;141;Memphis Grizzlies;132;Box Score;;16,775;FedEx Forum;;season;;Wed, Mar 29, 2023;Los Angeles Clippers;1;;Wed, Mar 29, 2023;Memphis Grizzlies;0
Wed, Mar 29, 2023;8:00p;Detroit Pistons;106;Oklahoma City Thunder;107;Box Score;;15,047;Paycom Center;;season;;Wed, Mar 29, 2023;Detroit Pistons;0;;Wed, Mar 29, 2023;Oklahoma City Thunder;1
Wed, Mar 29, 2023;8:00p;Utah Jazz;128;San Antonio Spurs;117;Box Score;;18,354;AT&T Center;;season;;Wed, Mar 29, 2023;Utah Jazz;1;;Wed, Mar 29, 2023;San Antonio Spurs;0
Wed, Mar 29, 2023;10:00p;Minnesota Timberwolves;100;Phoenix Suns;107;Box Score;;17,071;Footprint Center;;season;;Wed, Mar 29, 2023;Minnesota Timberwolves;0;;Wed, Mar 29, 2023;Phoenix Suns;1
Wed, Mar 29, 2023;10:00p;Sacramento Kings;120;Portland Trail Blazers;80;Box Score;;18,550;Moda Center;;season;;Wed, Mar 29, 2023;Sacramento Kings;1;;Wed, Mar 29, 2023;Portland Trail Blazers;0
Thu, Mar 30, 2023;7:30p;Boston Celtics;140;Milwaukee Bucks;99;Box Score;;18,073;Fiserv Forum;;season;;Thu, Mar 30, 2023;Boston Celtics;1;;Thu, Mar 30, 2023;Milwaukee Bucks;0
Thu, Mar 30, 2023;10:00p;New Orleans Pelicans;107;Denver Nuggets;88;Box Score;;19,728;Ball Arena;;season;;Thu, Mar 30, 2023;New Orleans Pelicans;1;;Thu, Mar 30, 2023;Denver Nuggets;0
Fri, Mar 31, 2023;7:00p;Chicago Bulls;121;Charlotte Hornets;91;Box Score;;18,768;Spectrum Center;;season;;Fri, Mar 31, 2023;Chicago Bulls;1;;Fri, Mar 31, 2023;Charlotte Hornets;0
Fri, Mar 31, 2023;7:00p;Oklahoma City Thunder;117;Indiana Pacers;121;Box Score;;16,506;Gainbridge Fieldhouse;;season;;Fri, Mar 31, 2023;Oklahoma City Thunder;0;;Fri, Mar 31, 2023;Indiana Pacers;1
Fri, Mar 31, 2023;7:00p;Toronto Raptors;110;Philadelphia 76ers;117;Box Score;;20,993;Wells Fargo Center;;season;;Fri, Mar 31, 2023;Toronto Raptors;0;;Fri, Mar 31, 2023;Philadelphia 76ers;1
Fri, Mar 31, 2023;7:00p;Orlando Magic;116;Washington Wizards;109;Box Score;;16,411;Capital One Arena;;season;;Fri, Mar 31, 2023;Orlando Magic;1;;Fri, Mar 31, 2023;Washington Wizards;0
Fri, Mar 31, 2023;7:30p;Utah Jazz;114;Boston Celtics;122;Box Score;;19,156;TD Garden;;season;;Fri, Mar 31, 2023;Utah Jazz;0;;Fri, Mar 31, 2023;Boston Celtics;1
Fri, Mar 31, 2023;7:30p;Atlanta Hawks;107;Brooklyn Nets;124;Box Score;;17,849;Barclays Center;;season;;Fri, Mar 31, 2023;Atlanta Hawks;0;;Fri, Mar 31, 2023;Brooklyn Nets;1
Fri, Mar 31, 2023;7:30p;New York Knicks;130;Cleveland Cavaliers;116;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Fri, Mar 31, 2023;New York Knicks;1;;Fri, Mar 31, 2023;Cleveland Cavaliers;0
Fri, Mar 31, 2023;8:00p;Detroit Pistons;115;Houston Rockets;121;Box Score;;15,844;Toyota Center;;season;;Fri, Mar 31, 2023;Detroit Pistons;0;;Fri, Mar 31, 2023;Houston Rockets;1
Fri, Mar 31, 2023;8:00p;Los Angeles Clippers;94;Memphis Grizzlies;108;Box Score;;16,376;FedEx Forum;;season;;Fri, Mar 31, 2023;Los Angeles Clippers;0;;Fri, Mar 31, 2023;Memphis Grizzlies;1
Fri, Mar 31, 2023;8:00p;Los Angeles Lakers;123;Minnesota Timberwolves;111;Box Score;;18,978;Target Center;;season;;Fri, Mar 31, 2023;Los Angeles Lakers;1;;Fri, Mar 31, 2023;Minnesota Timberwolves;0
Fri, Mar 31, 2023;10:00p;San Antonio Spurs;115;Golden State Warriors;130;Box Score;;18,064;Chase Center;;season;;Fri, Mar 31, 2023;San Antonio Spurs;0;;Fri, Mar 31, 2023;Golden State Warriors;1
Fri, Mar 31, 2023;10:00p;Sacramento Kings;138;Portland Trail Blazers;114;Box Score;;18,389;Moda Center;;season;;Fri, Mar 31, 2023;Sacramento Kings;1;;Fri, Mar 31, 2023;Portland Trail Blazers;0
Fri, Mar 31, 2023;10:30p;Denver Nuggets;93;Phoenix Suns;100;Box Score;;17,071;Footprint Center;;season;;Fri, Mar 31, 2023;Denver Nuggets;0;;Fri, Mar 31, 2023;Phoenix Suns;1
Sat, Apr 1, 2023;7:30p;Dallas Mavericks;122;Miami Heat;129;Box Score;;20,011;Kaseya Center;;season;;Sat, Apr 1, 2023;Dallas Mavericks;0;;Sat, Apr 1, 2023;Miami Heat;1
Sat, Apr 1, 2023;8:30p;Los Angeles Clippers;114;New Orleans Pelicans;122;Box Score;;18,399;Smoothie King Center;;season;;Sat, Apr 1, 2023;Los Angeles Clippers;0;;Sat, Apr 1, 2023;New Orleans Pelicans;1
Sun, Apr 2, 2023;1:00p;Toronto Raptors;128;Charlotte Hornets;108;Box Score;;16,052;Spectrum Center;;season;;Sun, Apr 2, 2023;Toronto Raptors;1;;Sun, Apr 2, 2023;Charlotte Hornets;0
Sun, Apr 2, 2023;3:30p;Utah Jazz;110;Brooklyn Nets;111;Box Score;;17,732;Barclays Center;;season;;Sun, Apr 2, 2023;Utah Jazz;0;;Sun, Apr 2, 2023;Brooklyn Nets;1
Sun, Apr 2, 2023;3:30p;Memphis Grizzlies;107;Chicago Bulls;128;Box Score;;20,944;United Center;;season;;Sun, Apr 2, 2023;Memphis Grizzlies;0;;Sun, Apr 2, 2023;Chicago Bulls;1
Sun, Apr 2, 2023;3:30p;Portland Trail Blazers;107;Minnesota Timberwolves;105;Box Score;;18,978;Target Center;;season;;Sun, Apr 2, 2023;Portland Trail Blazers;1;;Sun, Apr 2, 2023;Minnesota Timberwolves;0
Sun, Apr 2, 2023;6:00p;Dallas Mavericks;130;Atlanta Hawks;132;Box Score;OT;17,678;State Farm Arena;;season;;Sun, Apr 2, 2023;Dallas Mavericks;0;;Sun, Apr 2, 2023;Atlanta Hawks;1
Sun, Apr 2, 2023;6:00p;Washington Wizards;109;New York Knicks;118;Box Score;;19,812;Madison Square Garden (IV);;season;;Sun, Apr 2, 2023;Washington Wizards;0;;Sun, Apr 2, 2023;New York Knicks;1
Sun, Apr 2, 2023;6:00p;Detroit Pistons;102;Orlando Magic;128;Box Score;;19,431;Amway Center;;season;;Sun, Apr 2, 2023;Detroit Pistons;0;;Sun, Apr 2, 2023;Orlando Magic;1
Sun, Apr 2, 2023;6:00p;San Antonio Spurs;142;Sacramento Kings;134;Box Score;OT;18,183;Golden 1 Center;;season;;Sun, Apr 2, 2023;San Antonio Spurs;1;;Sun, Apr 2, 2023;Sacramento Kings;0
Sun, Apr 2, 2023;7:00p;Los Angeles Lakers;134;Houston Rockets;109;Box Score;;18,204;Toyota Center;;season;;Sun, Apr 2, 2023;Los Angeles Lakers;1;;Sun, Apr 2, 2023;Houston Rockets;0
Sun, Apr 2, 2023;7:00p;Phoenix Suns;128;Oklahoma City Thunder;118;Box Score;;17,981;Paycom Center;;season;;Sun, Apr 2, 2023;Phoenix Suns;1;;Sun, Apr 2, 2023;Oklahoma City Thunder;0
Sun, Apr 2, 2023;8:00p;Indiana Pacers;105;Cleveland Cavaliers;115;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Sun, Apr 2, 2023;Indiana Pacers;0;;Sun, Apr 2, 2023;Cleveland Cavaliers;1
Sun, Apr 2, 2023;8:00p;Philadelphia 76ers;104;Milwaukee Bucks;117;Box Score;;17,532;Fiserv Forum;;season;;Sun, Apr 2, 2023;Philadelphia 76ers;0;;Sun, Apr 2, 2023;Milwaukee Bucks;1
Sun, Apr 2, 2023;8:30p;Golden State Warriors;110;Denver Nuggets;112;Box Score;;19,752;Ball Arena;;season;;Sun, Apr 2, 2023;Golden State Warriors;0;;Sun, Apr 2, 2023;Denver Nuggets;1
Tue, Apr 4, 2023;7:00p;Toronto Raptors;120;Charlotte Hornets;100;Box Score;;14,965;Spectrum Center;;season;;Tue, Apr 4, 2023;Toronto Raptors;1;;Tue, Apr 4, 2023;Charlotte Hornets;0
Tue, Apr 4, 2023;7:00p;Miami Heat;118;Detroit Pistons;105;Box Score;;18,453;Little Caesars Arena;;season;;Tue, Apr 4, 2023;Miami Heat;1;;Tue, Apr 4, 2023;Detroit Pistons;0
Tue, Apr 4, 2023;7:00p;Cleveland Cavaliers;117;Orlando Magic;113;Box Score;;19,449;Amway Center;;season;;Tue, Apr 4, 2023;Cleveland Cavaliers;1;;Tue, Apr 4, 2023;Orlando Magic;0
Tue, Apr 4, 2023;7:00p;Milwaukee Bucks;140;Washington Wizards;128;Box Score;;19,098;Capital One Arena;;season;;Tue, Apr 4, 2023;Milwaukee Bucks;1;;Tue, Apr 4, 2023;Washington Wizards;0
Tue, Apr 4, 2023;7:30p;Minnesota Timberwolves;107;Brooklyn Nets;102;Box Score;;17,893;Barclays Center;;season;;Tue, Apr 4, 2023;Minnesota Timberwolves;1;;Tue, Apr 4, 2023;Brooklyn Nets;0
Tue, Apr 4, 2023;8:00p;Atlanta Hawks;123;Chicago Bulls;105;Box Score;;21,717;United Center;;season;;Tue, Apr 4, 2023;Atlanta Hawks;1;;Tue, Apr 4, 2023;Chicago Bulls;0
Tue, Apr 4, 2023;8:00p;Denver Nuggets;103;Houston Rockets;124;Box Score;;16,924;Toyota Center;;season;;Tue, Apr 4, 2023;Denver Nuggets;0;;Tue, Apr 4, 2023;Houston Rockets;1
Tue, Apr 4, 2023;8:00p;Portland Trail Blazers;109;Memphis Grizzlies;119;Box Score;;17,558;FedEx Forum;;season;;Tue, Apr 4, 2023;Portland Trail Blazers;0;;Tue, Apr 4, 2023;Memphis Grizzlies;1
Tue, Apr 4, 2023;8:00p;Sacramento Kings;121;New Orleans Pelicans;103;Box Score;;15,799;Smoothie King Center;;season;;Tue, Apr 4, 2023;Sacramento Kings;1;;Tue, Apr 4, 2023;New Orleans Pelicans;0
