Date;Start (ET);Visitor/Neutral;PTS;Home/Neutral;PTS;Box;Extra;Attend.;Arena;Notes;Type Game;;Date;Visitor/Neutral;Result;;Date;Home/Neutral;Result
Wed, Jan 4, 2023;10:00p;Atlanta Hawks;120;Sacramento Kings;117;Box Score;;17,611;Golden 1 Center;;season;;Wed, Jan 4, 2023;Atlanta Hawks;1;;Wed, Jan 4, 2023;Sacramento Kings;0
Thu, Jan 5, 2023;7:00p;Memphis Grizzlies;123;Orlando Magic;115;Box Score;;19,184;Amway Center;;season;;Thu, Jan 5, 2023;Memphis Grizzlies;1;;Thu, Jan 5, 2023;Orlando Magic;0
Thu, Jan 5, 2023;7:30p;Boston Celtics;124;Dallas Mavericks;95;Box Score;;20,413;American Airlines Center;;season;;Thu, Jan 5, 2023;Boston Celtics;1;;Thu, Jan 5, 2023;Dallas Mavericks;0
Thu, Jan 5, 2023;8:00p;Utah Jazz;131;Houston Rockets;114;Box Score;;16,320;Toyota Center;;season;;Thu, Jan 5, 2023;Utah Jazz;1;;Thu, Jan 5, 2023;Houston Rockets;0
Thu, Jan 5, 2023;10:00p;Los Angeles Clippers;91;Denver Nuggets;122;Box Score;;19,087;Ball Arena;;season;;Thu, Jan 5, 2023;Los Angeles Clippers;0;;Thu, Jan 5, 2023;Denver Nuggets;1
Fri, Jan 6, 2023;7:00p;Portland Trail Blazers;99;Indiana Pacers;108;Box Score;;16,548;Gainbridge Fieldhouse;;season;;Fri, Jan 6, 2023;Portland Trail Blazers;0;;Fri, Jan 6, 2023;Indiana Pacers;1
Fri, Jan 6, 2023;7:00p;Chicago Bulls;126;Philadelphia 76ers;112;Box Score;;20,766;Wells Fargo Center;;season;;Fri, Jan 6, 2023;Chicago Bulls;1;;Fri, Jan 6, 2023;Philadelphia 76ers;0
Fri, Jan 6, 2023;7:30p;Brooklyn Nets;108;New Orleans Pelicans;102;Box Score;;18,636;Smoothie King Center;;season;;Fri, Jan 6, 2023;Brooklyn Nets;1;;Fri, Jan 6, 2023;New Orleans Pelicans;0
Fri, Jan 6, 2023;7:30p;New York Knicks;112;Toronto Raptors;108;Box Score;;19,800;Scotiabank Arena;;season;;Fri, Jan 6, 2023;New York Knicks;1;;Fri, Jan 6, 2023;Toronto Raptors;0
Fri, Jan 6, 2023;8:00p;Charlotte Hornets;138;Milwaukee Bucks;109;Box Score;;17,627;Fiserv Forum;;season;;Fri, Jan 6, 2023;Charlotte Hornets;1;;Fri, Jan 6, 2023;Milwaukee Bucks;0
Fri, Jan 6, 2023;8:00p;Washington Wizards;110;Oklahoma City Thunder;127;Box Score;;14,790;Paycom Center;;season;;Fri, Jan 6, 2023;Washington Wizards;0;;Fri, Jan 6, 2023;Oklahoma City Thunder;1
Fri, Jan 6, 2023;8:00p;Detroit Pistons;109;San Antonio Spurs;121;Box Score;;13,107;AT&T Center;;season;;Fri, Jan 6, 2023;Detroit Pistons;0;;Fri, Jan 6, 2023;San Antonio Spurs;1
Fri, Jan 6, 2023;9:00p;Cleveland Cavaliers;108;Denver Nuggets;121;Box Score;;19,638;Ball Arena;;season;;Fri, Jan 6, 2023;Cleveland Cavaliers;0;;Fri, Jan 6, 2023;Denver Nuggets;1
Fri, Jan 6, 2023;9:00p;Los Angeles Clippers;115;Minnesota Timberwolves;128;Box Score;;17,136;Target Center;;season;;Fri, Jan 6, 2023;Los Angeles Clippers;0;;Fri, Jan 6, 2023;Minnesota Timberwolves;1
Fri, Jan 6, 2023;10:00p;Miami Heat;104;Phoenix Suns;96;Box Score;;17,071;Footprint Center;;season;;Fri, Jan 6, 2023;Miami Heat;1;;Fri, Jan 6, 2023;Phoenix Suns;0
Fri, Jan 6, 2023;10:30p;Atlanta Hawks;114;Los Angeles Lakers;130;Box Score;;18,997;Crypto.com Arena;;season;;Fri, Jan 6, 2023;Atlanta Hawks;0;;Fri, Jan 6, 2023;Los Angeles Lakers;1
Sat, Jan 7, 2023;6:00p;Boston Celtics;121;San Antonio Spurs;116;Box Score;;18,354;AT&T Center;;season;;Sat, Jan 7, 2023;Boston Celtics;1;;Sat, Jan 7, 2023;San Antonio Spurs;0
Sat, Jan 7, 2023;8:00p;Utah Jazz;118;Chicago Bulls;126;Box Score;;21,694;United Center;;season;;Sat, Jan 7, 2023;Utah Jazz;0;;Sat, Jan 7, 2023;Chicago Bulls;1
Sat, Jan 7, 2023;8:00p;New Orleans Pelicans;117;Dallas Mavericks;127;Box Score;;20,300;American Airlines Center;;season;;Sat, Jan 7, 2023;New Orleans Pelicans;0;;Sat, Jan 7, 2023;Dallas Mavericks;1
Sat, Jan 7, 2023;8:30p;Orlando Magic;115;Golden State Warriors;101;Box Score;;18,064;Chase Center;;season;;Sat, Jan 7, 2023;Orlando Magic;1;;Sat, Jan 7, 2023;Golden State Warriors;0
Sat, Jan 7, 2023;10:00p;Los Angeles Lakers;136;Sacramento Kings;134;Box Score;;17,611;Golden 1 Center;;season;;Sat, Jan 7, 2023;Los Angeles Lakers;1;;Sat, Jan 7, 2023;Sacramento Kings;0
Sun, Jan 8, 2023;3:00p;Philadelphia 76ers;123;Detroit Pistons;111;Box Score;;18,898;Little Caesars Arena;;season;;Sun, Jan 8, 2023;Philadelphia 76ers;1;;Sun, Jan 8, 2023;Detroit Pistons;0
Sun, Jan 8, 2023;3:30p;Portland Trail Blazers;105;Toronto Raptors;117;Box Score;;19,800;Scotiabank Arena;;season;;Sun, Jan 8, 2023;Portland Trail Blazers;0;;Sun, Jan 8, 2023;Toronto Raptors;1
Sun, Jan 8, 2023;5:00p;Charlotte Hornets;111;Indiana Pacers;116;Box Score;;15,805;Gainbridge Fieldhouse;;season;;Sun, Jan 8, 2023;Charlotte Hornets;0;;Sun, Jan 8, 2023;Indiana Pacers;1
Sun, Jan 8, 2023;6:00p;Utah Jazz;118;Memphis Grizzlies;123;Box Score;;17,794;FedEx Forum;;season;;Sun, Jan 8, 2023;Utah Jazz;0;;Sun, Jan 8, 2023;Memphis Grizzlies;1
Sun, Jan 8, 2023;6:00p;Brooklyn Nets;102;Miami Heat;101;Box Score;;19,901;Kaseya Center;;season;;Sun, Jan 8, 2023;Brooklyn Nets;1;;Sun, Jan 8, 2023;Miami Heat;0
Sun, Jan 8, 2023;7:00p;Minnesota Timberwolves;104;Houston Rockets;96;Box Score;;18,055;Toyota Center;;season;;Sun, Jan 8, 2023;Minnesota Timberwolves;1;;Sun, Jan 8, 2023;Houston Rockets;0
Sun, Jan 8, 2023;7:00p;Dallas Mavericks;109;Oklahoma City Thunder;120;Box Score;;16,317;Paycom Center;;season;;Sun, Jan 8, 2023;Dallas Mavericks;0;;Sun, Jan 8, 2023;Oklahoma City Thunder;1
Sun, Jan 8, 2023;8:00p;Cleveland Cavaliers;112;Phoenix Suns;98;Box Score;;17,071;Footprint Center;;season;;Sun, Jan 8, 2023;Cleveland Cavaliers;1;;Sun, Jan 8, 2023;Phoenix Suns;0
Sun, Jan 8, 2023;9:00p;Atlanta Hawks;112;Los Angeles Clippers;108;Box Score;;19,068;Crypto.com Arena;;season;;Sun, Jan 8, 2023;Atlanta Hawks;1;;Sun, Jan 8, 2023;Los Angeles Clippers;0
Mon, Jan 9, 2023;7:00p;New Orleans Pelicans;132;Washington Wizards;112;Box Score;;16,223;Capital One Arena;;season;;Mon, Jan 9, 2023;New Orleans Pelicans;1;;Mon, Jan 9, 2023;Washington Wizards;0
Mon, Jan 9, 2023;7:30p;Chicago Bulls;99;Boston Celtics;107;Box Score;;19,156;TD Garden;;season;;Mon, Jan 9, 2023;Chicago Bulls;0;;Mon, Jan 9, 2023;Boston Celtics;1
Mon, Jan 9, 2023;7:30p;Milwaukee Bucks;111;New York Knicks;107;Box Score;;18,167;Madison Square Garden (IV);;season;;Mon, Jan 9, 2023;Milwaukee Bucks;1;;Mon, Jan 9, 2023;New York Knicks;0
Mon, Jan 9, 2023;8:00p;San Antonio Spurs;113;Memphis Grizzlies;121;Box Score;;16,013;FedEx Forum;;season;;Mon, Jan 9, 2023;San Antonio Spurs;0;;Mon, Jan 9, 2023;Memphis Grizzlies;1
Mon, Jan 9, 2023;9:00p;Los Angeles Lakers;109;Denver Nuggets;122;Box Score;;19,609;Ball Arena;;season;;Mon, Jan 9, 2023;Los Angeles Lakers;0;;Mon, Jan 9, 2023;Denver Nuggets;1
Mon, Jan 9, 2023;10:00p;Orlando Magic;111;Sacramento Kings;136;Box Score;;16,499;Golden 1 Center;;season;;Mon, Jan 9, 2023;Orlando Magic;0;;Mon, Jan 9, 2023;Sacramento Kings;1
Tue, Jan 10, 2023;7:00p;Detroit Pistons;116;Philadelphia 76ers;147;Box Score;;20,221;Wells Fargo Center;;season;;Tue, Jan 10, 2023;Detroit Pistons;0;;Tue, Jan 10, 2023;Philadelphia 76ers;1
Tue, Jan 10, 2023;7:30p;Oklahoma City Thunder;111;Miami Heat;112;Box Score;;19,600;Kaseya Center;;season;;Tue, Jan 10, 2023;Oklahoma City Thunder;0;;Tue, Jan 10, 2023;Miami Heat;1
Tue, Jan 10, 2023;7:30p;Charlotte Hornets;120;Toronto Raptors;132;Box Score;;19,800;Scotiabank Arena;;season;;Tue, Jan 10, 2023;Charlotte Hornets;0;;Tue, Jan 10, 2023;Toronto Raptors;1
Tue, Jan 10, 2023;9:00p;Cleveland Cavaliers;114;Utah Jazz;116;Box Score;;18,206;Vivint Arena;;season;;Tue, Jan 10, 2023;Cleveland Cavaliers;0;;Tue, Jan 10, 2023;Utah Jazz;1
Tue, Jan 10, 2023;10:00p;Phoenix Suns;125;Golden State Warriors;113;Box Score;;18,064;Chase Center;;season;;Tue, Jan 10, 2023;Phoenix Suns;1;;Tue, Jan 10, 2023;Golden State Warriors;0
Tue, Jan 10, 2023;10:00p;Orlando Magic;109;Portland Trail Blazers;106;Box Score;;18,176;Moda Center;;season;;Tue, Jan 10, 2023;Orlando Magic;1;;Tue, Jan 10, 2023;Portland Trail Blazers;0
Tue, Jan 10, 2023;10:30p;Dallas Mavericks;101;Los Angeles Clippers;113;Box Score;;15,828;Crypto.com Arena;;season;;Tue, Jan 10, 2023;Dallas Mavericks;0;;Tue, Jan 10, 2023;Los Angeles Clippers;1
Wed, Jan 11, 2023;7:00p;Minnesota Timberwolves;118;Detroit Pistons;135;Box Score;;15,906;Little Caesars Arena;;season;;Wed, Jan 11, 2023;Minnesota Timberwolves;0;;Wed, Jan 11, 2023;Detroit Pistons;1
Wed, Jan 11, 2023;7:00p;Chicago Bulls;97;Washington Wizards;100;Box Score;;17,032;Capital One Arena;;season;;Wed, Jan 11, 2023;Chicago Bulls;0;;Wed, Jan 11, 2023;Washington Wizards;1
Wed, Jan 11, 2023;7:30p;Milwaukee Bucks;114;Atlanta Hawks;105;Box Score;;17,154;State Farm Arena;;season;;Wed, Jan 11, 2023;Milwaukee Bucks;1;;Wed, Jan 11, 2023;Atlanta Hawks;0
Wed, Jan 11, 2023;7:30p;New Orleans Pelicans;114;Boston Celtics;125;Box Score;;19,156;TD Garden;;season;;Wed, Jan 11, 2023;New Orleans Pelicans;0;;Wed, Jan 11, 2023;Boston Celtics;1
Wed, Jan 11, 2023;7:30p;Indiana Pacers;113;New York Knicks;119;Box Score;;18,249;Madison Square Garden (IV);;season;;Wed, Jan 11, 2023;Indiana Pacers;0;;Wed, Jan 11, 2023;New York Knicks;1
Wed, Jan 11, 2023;8:00p;San Antonio Spurs;129;Memphis Grizzlies;135;Box Score;;16,454;FedEx Forum;;season;;Wed, Jan 11, 2023;San Antonio Spurs;0;;Wed, Jan 11, 2023;Memphis Grizzlies;1
Wed, Jan 11, 2023;10:00p;Phoenix Suns;97;Denver Nuggets;126;Box Score;;18,872;Ball Arena;;season;;Wed, Jan 11, 2023;Phoenix Suns;0;;Wed, Jan 11, 2023;Denver Nuggets;1
Wed, Jan 11, 2023;10:00p;Houston Rockets;115;Sacramento Kings;135;Box Score;;16,057;Golden 1 Center;;season;;Wed, Jan 11, 2023;Houston Rockets;0;;Wed, Jan 11, 2023;Sacramento Kings;1
Thu, Jan 12, 2023;7:00p;Oklahoma City Thunder;133;Philadelphia 76ers;114;Box Score;;20,892;Wells Fargo Center;;season;;Thu, Jan 12, 2023;Oklahoma City Thunder;1;;Thu, Jan 12, 2023;Philadelphia 76ers;0
Thu, Jan 12, 2023;7:30p;Boston Celtics;109;Brooklyn Nets;98;Box Score;;18,125;Barclays Center;;season;;Thu, Jan 12, 2023;Boston Celtics;1;;Thu, Jan 12, 2023;Brooklyn Nets;0
Thu, Jan 12, 2023;7:30p;Milwaukee Bucks;102;Miami Heat;108;Box Score;;19,600;Kaseya Center;;season;;Thu, Jan 12, 2023;Milwaukee Bucks;0;;Thu, Jan 12, 2023;Miami Heat;1
Thu, Jan 12, 2023;7:30p;Charlotte Hornets;114;Toronto Raptors;124;Box Score;;19,800;Scotiabank Arena;;season;;Thu, Jan 12, 2023;Charlotte Hornets;0;;Thu, Jan 12, 2023;Toronto Raptors;1
Thu, Jan 12, 2023;10:00p;Dallas Mavericks;119;Los Angeles Lakers;115;Box Score;2OT;18,997;Crypto.com Arena;;season;;Thu, Jan 12, 2023;Dallas Mavericks;1;;Thu, Jan 12, 2023;Los Angeles Lakers;0
Thu, Jan 12, 2023;10:00p;Cleveland Cavaliers;119;Portland Trail Blazers;113;Box Score;;18,105;Moda Center;;season;;Thu, Jan 12, 2023;Cleveland Cavaliers;1;;Thu, Jan 12, 2023;Portland Trail Blazers;0
Fri, Jan 13, 2023;7:00p;New Orleans Pelicans;116;Detroit Pistons;110;Box Score;;18,989;Little Caesars Arena;;season;;Fri, Jan 13, 2023;New Orleans Pelicans;1;;Fri, Jan 13, 2023;Detroit Pistons;0
Fri, Jan 13, 2023;7:00p;Atlanta Hawks;113;Indiana Pacers;111;Box Score;;16,071;Gainbridge Fieldhouse;;season;;Fri, Jan 13, 2023;Atlanta Hawks;1;;Fri, Jan 13, 2023;Indiana Pacers;0
Fri, Jan 13, 2023;7:00p;New York Knicks;112;Washington Wizards;108;Box Score;;20,476;Capital One Arena;;season;;Fri, Jan 13, 2023;New York Knicks;1;;Fri, Jan 13, 2023;Washington Wizards;0
Fri, Jan 13, 2023;7:30p;Golden State Warriors;144;San Antonio Spurs;113;Box Score;;68,323;Alamodome;;season;;Fri, Jan 13, 2023;Golden State Warriors;1;;Fri, Jan 13, 2023;San Antonio Spurs;0
Fri, Jan 13, 2023;8:00p;Oklahoma City Thunder;124;Chicago Bulls;110;Box Score;;21,342;United Center;;season;;Fri, Jan 13, 2023;Oklahoma City Thunder;1;;Fri, Jan 13, 2023;Chicago Bulls;0
Fri, Jan 13, 2023;8:00p;Phoenix Suns;116;Minnesota Timberwolves;121;Box Score;;16,460;Target Center;;season;;Fri, Jan 13, 2023;Phoenix Suns;0;;Fri, Jan 13, 2023;Minnesota Timberwolves;1
Fri, Jan 13, 2023;9:00p;Orlando Magic;108;Utah Jazz;112;Box Score;;18,206;Vivint Arena;;season;;Fri, Jan 13, 2023;Orlando Magic;0;;Fri, Jan 13, 2023;Utah Jazz;1
Fri, Jan 13, 2023;10:00p;Denver Nuggets;115;Los Angeles Clippers;103;Box Score;;16,005;Crypto.com Arena;;season;;Fri, Jan 13, 2023;Denver Nuggets;1;;Fri, Jan 13, 2023;Los Angeles Clippers;0
Fri, Jan 13, 2023;10:00p;Houston Rockets;114;Sacramento Kings;139;Box Score;;17,894;Golden 1 Center;;season;;Fri, Jan 13, 2023;Houston Rockets;0;;Fri, Jan 13, 2023;Sacramento Kings;1
Sat, Jan 14, 2023;1:00p;Milwaukee Bucks;95;Miami Heat;111;Box Score;;19,620;Kaseya Center;;season;;Sat, Jan 14, 2023;Milwaukee Bucks;0;;Sat, Jan 14, 2023;Miami Heat;1
Sat, Jan 14, 2023;7:00p;Boston Celtics;122;Charlotte Hornets;106;Box Score;;19,608;Spectrum Center;;season;;Sat, Jan 14, 2023;Boston Celtics;1;;Sat, Jan 14, 2023;Charlotte Hornets;0
Sat, Jan 14, 2023;7:00p;Memphis Grizzlies;130;Indiana Pacers;112;Box Score;;17,274;Gainbridge Fieldhouse;;season;;Sat, Jan 14, 2023;Memphis Grizzlies;1;;Sat, Jan 14, 2023;Indiana Pacers;0
Sat, Jan 14, 2023;7:30p;Atlanta Hawks;114;Toronto Raptors;103;Box Score;;19,800;Scotiabank Arena;;season;;Sat, Jan 14, 2023;Atlanta Hawks;1;;Sat, Jan 14, 2023;Toronto Raptors;0
Sat, Jan 14, 2023;8:00p;Cleveland Cavaliers;102;Minnesota Timberwolves;110;Box Score;;17,136;Target Center;;season;;Sat, Jan 14, 2023;Cleveland Cavaliers;0;;Sat, Jan 14, 2023;Minnesota Timberwolves;1
Sat, Jan 14, 2023;9:00p;Philadelphia 76ers;118;Utah Jazz;117;Box Score;;18,206;Vivint Arena;;season;;Sat, Jan 14, 2023;Philadelphia 76ers;1;;Sat, Jan 14, 2023;Utah Jazz;0
Sat, Jan 14, 2023;10:00p;Dallas Mavericks;119;Portland Trail Blazers;136;Box Score;;19,393;Moda Center;;season;;Sat, Jan 14, 2023;Dallas Mavericks;0;;Sat, Jan 14, 2023;Portland Trail Blazers;1
Sun, Jan 15, 2023;1:00p;New York Knicks;117;Detroit Pistons;104;Box Score;;19,894;Little Caesars Arena;;season;;Sun, Jan 15, 2023;New York Knicks;1;;Sun, Jan 15, 2023;Detroit Pistons;0
Sun, Jan 15, 2023;3:00p;Houston Rockets;100;Los Angeles Clippers;121;Box Score;;17,238;Crypto.com Arena;;season;;Sun, Jan 15, 2023;Houston Rockets;0;;Sun, Jan 15, 2023;Los Angeles Clippers;1
Sun, Jan 15, 2023;3:30p;Golden State Warriors;118;Chicago Bulls;132;Box Score;;20,139;United Center;;season;;Sun, Jan 15, 2023;Golden State Warriors;0;;Sun, Jan 15, 2023;Chicago Bulls;1
Sun, Jan 15, 2023;6:00p;Oklahoma City Thunder;112;Brooklyn Nets;102;Box Score;;18,165;Barclays Center;;season;;Sun, Jan 15, 2023;Oklahoma City Thunder;1;;Sun, Jan 15, 2023;Brooklyn Nets;0
Sun, Jan 15, 2023;7:00p;Sacramento Kings;132;San Antonio Spurs;119;Box Score;;12,339;AT&T Center;;season;;Sun, Jan 15, 2023;Sacramento Kings;1;;Sun, Jan 15, 2023;San Antonio Spurs;0
Sun, Jan 15, 2023;8:00p;Orlando Magic;116;Denver Nuggets;119;Box Score;;19,641;Ball Arena;;season;;Sun, Jan 15, 2023;Orlando Magic;0;;Sun, Jan 15, 2023;Denver Nuggets;1
Sun, Jan 15, 2023;9:00p;Dallas Mavericks;123;Portland Trail Blazers;140;Box Score;;19,393;Moda Center;;season;;Sun, Jan 15, 2023;Dallas Mavericks;0;;Sun, Jan 15, 2023;Portland Trail Blazers;1
Sun, Jan 15, 2023;9:30p;Philadelphia 76ers;113;Los Angeles Lakers;112;Box Score;;18,020;Crypto.com Arena;;season;;Sun, Jan 15, 2023;Philadelphia 76ers;1;;Sun, Jan 15, 2023;Los Angeles Lakers;0
Mon, Jan 16, 2023;1:00p;Boston Celtics;130;Charlotte Hornets;118;Box Score;;19,227;Spectrum Center;;season;;Mon, Jan 16, 2023;Boston Celtics;1;;Mon, Jan 16, 2023;Charlotte Hornets;0
Mon, Jan 16, 2023;2:30p;Indiana Pacers;119;Milwaukee Bucks;132;Box Score;;17,412;Fiserv Forum;;season;;Mon, Jan 16, 2023;Indiana Pacers;0;;Mon, Jan 16, 2023;Milwaukee Bucks;1
Mon, Jan 16, 2023;3:00p;New Orleans Pelicans;103;Cleveland Cavaliers;113;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Mon, Jan 16, 2023;New Orleans Pelicans;0;;Mon, Jan 16, 2023;Cleveland Cavaliers;1
Mon, Jan 16, 2023;3:00p;Toronto Raptors;123;New York Knicks;121;Box Score;OT;19,812;Madison Square Garden (IV);;season;;Mon, Jan 16, 2023;Toronto Raptors;1;;Mon, Jan 16, 2023;New York Knicks;0
Mon, Jan 16, 2023;3:00p;Golden State Warriors;127;Washington Wizards;118;Box Score;;20,476;Capital One Arena;;season;;Mon, Jan 16, 2023;Golden State Warriors;1;;Mon, Jan 16, 2023;Washington Wizards;0
Mon, Jan 16, 2023;3:30p;Miami Heat;113;Atlanta Hawks;121;Box Score;;18,007;State Farm Arena;;season;;Mon, Jan 16, 2023;Miami Heat;0;;Mon, Jan 16, 2023;Atlanta Hawks;1
Mon, Jan 16, 2023;4:00p;Utah Jazz;126;Minnesota Timberwolves;125;Box Score;;16,477;Target Center;;season;;Mon, Jan 16, 2023;Utah Jazz;1;;Mon, Jan 16, 2023;Minnesota Timberwolves;0
Mon, Jan 16, 2023;6:00p;Phoenix Suns;106;Memphis Grizzlies;136;Box Score;;17,794;FedEx Forum;;season;;Mon, Jan 16, 2023;Phoenix Suns;0;;Mon, Jan 16, 2023;Memphis Grizzlies;1
Mon, Jan 16, 2023;10:30p;Houston Rockets;132;Los Angeles Lakers;140;Box Score;;17,657;Crypto.com Arena;;season;;Mon, Jan 16, 2023;Houston Rockets;0;;Mon, Jan 16, 2023;Los Angeles Lakers;1
Tue, Jan 17, 2023;7:30p;Toronto Raptors;122;Milwaukee Bucks;130;Box Score;;17,341;Fiserv Forum;;season;;Tue, Jan 17, 2023;Toronto Raptors;0;;Tue, Jan 17, 2023;Milwaukee Bucks;1
Tue, Jan 17, 2023;8:00p;Brooklyn Nets;98;San Antonio Spurs;106;Box Score;;13,532;AT&T Center;;season;;Tue, Jan 17, 2023;Brooklyn Nets;0;;Tue, Jan 17, 2023;San Antonio Spurs;1
Tue, Jan 17, 2023;9:00p;Portland Trail Blazers;113;Denver Nuggets;122;Box Score;;18,258;Ball Arena;;season;;Tue, Jan 17, 2023;Portland Trail Blazers;0;;Tue, Jan 17, 2023;Denver Nuggets;1
Tue, Jan 17, 2023;10:00p;Philadelphia 76ers;120;Los Angeles Clippers;110;Box Score;;15,155;Crypto.com Arena;;season;;Tue, Jan 17, 2023;Philadelphia 76ers;1;;Tue, Jan 17, 2023;Los Angeles Clippers;0
Wed, Jan 18, 2023;7:30p;Atlanta Hawks;130;Dallas Mavericks;122;Box Score;;20,125;American Airlines Center;;season;;Wed, Jan 18, 2023;Atlanta Hawks;1;;Wed, Jan 18, 2023;Dallas Mavericks;0
Wed, Jan 18, 2023;7:30p;Washington Wizards;116;New York Knicks;105;Box Score;;19,164;Madison Square Garden (IV);;season;;Wed, Jan 18, 2023;Washington Wizards;1;;Wed, Jan 18, 2023;New York Knicks;0
Wed, Jan 18, 2023;8:00p;Charlotte Hornets;122;Houston Rockets;117;Box Score;;15,678;Toyota Center;;season;;Wed, Jan 18, 2023;Charlotte Hornets;1;;Wed, Jan 18, 2023;Houston Rockets;0
Wed, Jan 18, 2023;8:00p;Cleveland Cavaliers;114;Memphis Grizzlies;115;Box Score;;16,892;FedEx Forum;;season;;Wed, Jan 18, 2023;Cleveland Cavaliers;0;;Wed, Jan 18, 2023;Memphis Grizzlies;1
Wed, Jan 18, 2023;8:00p;Miami Heat;124;New Orleans Pelicans;98;Box Score;;17,736;Smoothie King Center;;season;;Wed, Jan 18, 2023;Miami Heat;1;;Wed, Jan 18, 2023;New Orleans Pelicans;0
Wed, Jan 18, 2023;8:00p;Indiana Pacers;106;Oklahoma City Thunder;126;Box Score;;14,748;Paycom Center;;season;;Wed, Jan 18, 2023;Indiana Pacers;0;;Wed, Jan 18, 2023;Oklahoma City Thunder;1
Wed, Jan 18, 2023;9:00p;Los Angeles Clippers;103;Utah Jazz;126;Box Score;;18,206;Vivint Arena;;season;;Wed, Jan 18, 2023;Los Angeles Clippers;0;;Wed, Jan 18, 2023;Utah Jazz;1
Wed, Jan 18, 2023;10:00p;Minnesota Timberwolves;118;Denver Nuggets;122;Box Score;;16,112;Ball Arena;;season;;Wed, Jan 18, 2023;Minnesota Timberwolves;0;;Wed, Jan 18, 2023;Denver Nuggets;1
Wed, Jan 18, 2023;10:30p;Sacramento Kings;116;Los Angeles Lakers;111;Box Score;;18,142;Crypto.com Arena;;season;;Wed, Jan 18, 2023;Sacramento Kings;1;;Wed, Jan 18, 2023;Los Angeles Lakers;0
Thu, Jan 19, 2023;3:00p;Chicago Bulls;126;Detroit Pistons;108;Box Score;;15,885;AccorHotels Arena;;season;;Thu, Jan 19, 2023;Chicago Bulls;1;;Thu, Jan 19, 2023;Detroit Pistons;0
Thu, Jan 19, 2023;7:30p;Golden State Warriors;118;Boston Celtics;121;Box Score;OT;19,156;TD Garden;;season;;Thu, Jan 19, 2023;Golden State Warriors;0;;Thu, Jan 19, 2023;Boston Celtics;1
Thu, Jan 19, 2023;8:00p;Toronto Raptors;126;Minnesota Timberwolves;128;Box Score;;16,318;Target Center;;season;;Thu, Jan 19, 2023;Toronto Raptors;0;;Thu, Jan 19, 2023;Minnesota Timberwolves;1
Thu, Jan 19, 2023;10:00p;Brooklyn Nets;112;Phoenix Suns;117;Box Score;;17,071;Footprint Center;;season;;Thu, Jan 19, 2023;Brooklyn Nets;0;;Thu, Jan 19, 2023;Phoenix Suns;1
Thu, Jan 19, 2023;10:00p;Philadelphia 76ers;105;Portland Trail Blazers;95;Box Score;;18,113;Moda Center;;season;;Thu, Jan 19, 2023;Philadelphia 76ers;1;;Thu, Jan 19, 2023;Portland Trail Blazers;0
Fri, Jan 20, 2023;7:00p;New Orleans Pelicans;110;Orlando Magic;123;Box Score;;19,025;Amway Center;;season;;Fri, Jan 20, 2023;New Orleans Pelicans;0;;Fri, Jan 20, 2023;Orlando Magic;1
Fri, Jan 20, 2023;7:30p;New York Knicks;124;Atlanta Hawks;139;Box Score;;17,711;State Farm Arena;;season;;Fri, Jan 20, 2023;New York Knicks;0;;Fri, Jan 20, 2023;Atlanta Hawks;1
Fri, Jan 20, 2023;7:30p;Golden State Warriors;120;Cleveland Cavaliers;114;Box Score;;19,432;Rocket Mortgage Fieldhouse;;season;;Fri, Jan 20, 2023;Golden State Warriors;1;;Fri, Jan 20, 2023;Cleveland Cavaliers;0
Fri, Jan 20, 2023;7:30p;Miami Heat;90;Dallas Mavericks;115;Box Score;;20,326;American Airlines Center;;season;;Fri, Jan 20, 2023;Miami Heat;0;;Fri, Jan 20, 2023;Dallas Mavericks;1
Fri, Jan 20, 2023;8:00p;Los Angeles Clippers;131;San Antonio Spurs;126;Box Score;;15,190;AT&T Center;;season;;Fri, Jan 20, 2023;Los Angeles Clippers;1;;Fri, Jan 20, 2023;San Antonio Spurs;0
Fri, Jan 20, 2023;9:00p;Indiana Pacers;111;Denver Nuggets;134;Box Score;;19,609;Ball Arena;;season;;Fri, Jan 20, 2023;Indiana Pacers;0;;Fri, Jan 20, 2023;Denver Nuggets;1
Fri, Jan 20, 2023;9:00p;Brooklyn Nets;117;Utah Jazz;106;Box Score;;18,206;Vivint Arena;;season;;Fri, Jan 20, 2023;Brooklyn Nets;1;;Fri, Jan 20, 2023;Utah Jazz;0
Fri, Jan 20, 2023;10:00p;Memphis Grizzlies;121;Los Angeles Lakers;122;Box Score;;18,997;Crypto.com Arena;;season;;Fri, Jan 20, 2023;Memphis Grizzlies;0;;Fri, Jan 20, 2023;Los Angeles Lakers;1
Fri, Jan 20, 2023;10:00p;Oklahoma City Thunder;113;Sacramento Kings;118;Box Score;;17,932;Golden 1 Center;;season;;Fri, Jan 20, 2023;Oklahoma City Thunder;0;;Fri, Jan 20, 2023;Sacramento Kings;1
Sat, Jan 21, 2023;5:00p;Boston Celtics;106;Toronto Raptors;104;Box Score;;19,800;Scotiabank Arena;;season;;Sat, Jan 21, 2023;Boston Celtics;1;;Sat, Jan 21, 2023;Toronto Raptors;0
